web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,item_page_title,item_page_link,data_1,data_2,Product_Color,Product_Size,image_1
"1771962788-118","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€890.36","Acne Studios","Platt Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3235011629/acndb3235011629_1736809413796_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosPlatt Shoulder Bag€890.36","https://www.shopbop.com/bags000466-acne-studios/vp/v=1/1568360195.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2040686205&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_83","Acne Studios","Platt Shoulder Bag","Denim Blue","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3235011629/acndb3235011629_1736809413796_2-0._QL90_UX1128_.jpg"
"1771962792-119","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€2,501.48","Shopbop Archive","Christian Dior Book Tote Bag, Embroidery","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33610102cb/sbadb33610102cb_1749258713862_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveChristian Dior Book Tote Bag, Embroidery€2,501.48","https://www.shopbop.com/christian-dior-book-tote-bag/vp/v=1/1505554579.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2003846730&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_82","Shopbop Archive","Christian Dior Book Tote Bag, Embroidery","Multi","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33610102cb/sbadb33610102cb_1749258713862_2-0._QL90_UX1128_.jpg"
"1771962796-120","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€419.74","Marc Jacobs","The Quilted Denim Dual Chain Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb3416668325/mjadb3416668325_1747333628321_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueMarc JacobsThe Quilted Denim Dual Chain Shoulder Bag€419.74","https://www.shopbop.com/dual-chain-shoulder-marc-jacobs/vp/v=1/1513993903.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2086569454&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_81","Marc Jacobs","The Quilted Denim Dual Chain Shoulder Bag","Light Wash Indigo","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb3416668325/mjadb3416668325_1747333628321_2-0._QL90_UX1128_.jpg"
"1771962800-121","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€275.59","Marc Jacobs","The Jacquard Medium Tote Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb336641c3a0/mjadb336641c3a0_1747422884288_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueMarc JacobsThe Jacquard Medium Tote Bag€275.59","https://www.shopbop.com/small-traveler-tote-marc-jacobs/vp/v=1/1524234264.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2065788557&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_80","Marc Jacobs","The Jacquard Medium Tote Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb336641c3a0/mjadb336641c3a0_1747422884288_2-0._QL90_UX1128_.jpg"
"1771962803-122","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,165.94","Shopbop Archive","Hermes Bearn Souffle Wallet, Leather","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33652102c9/sbadb33652102c9_1749247954624_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveHermes Bearn Souffle Wallet, Leather€1,165.94","https://www.shopbop.com/herms-bearn-souffle-leather-shopbop/vp/v=1/1571091340.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2041309388&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_79","Shopbop Archive","Hermes Bearn Souffle Wallet, Leather","Blue","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb33652102c9/sbadb33652102c9_1749247954624_2-0._QL90_UX1128_.jpg"
"1771962807-123","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€2,713.47","Shopbop Archive","Louis Vuitton City Steamer MM, Monogram","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3358311409/sbadb3358311409_1748628846805_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton City Steamer MM, Monogram€2,713.47","https://www.shopbop.com/louis-vuitton-city-steamer-monogram/vp/v=1/1501744847.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2095535322&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_78","Shopbop Archive","Louis Vuitton City Steamer MM, Monogram","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3358311409/sbadb3358311409_1748628846805_2-0._QL90_UX1128_.jpg"
"1771962812-124","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,348.26","The Attico","La Passeggiata Small Top Handle Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/atico/atico3006512208/atico3006512208_1743968647098_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueThe AtticoLa Passeggiata Small Top Handle Bag€1,348.26","https://www.shopbop.com/passeggiata-small-top-handle-attico/vp/v=1/1510761449.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2089098633&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_77","The Attico","La Passeggiata Small Top Handle Bag","Silver","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/atico/atico3006512208/atico3006512208_1743968647098_2-0._QL90_UX1128_.jpg"
"1771962815-125","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€3,603.83","Shopbop Archive","Chanel Chain Shoulder Bag, Matelasse","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3364914997/sbadb3364914997_1749487421548_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveChanel Chain Shoulder Bag, Matelasse€3,603.83","https://www.shopbop.com/chanel-chain-shoulder-bag-matelasse/vp/v=1/1563964714.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2012746971&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_76","Shopbop Archive","Chanel Chain Shoulder Bag, Matelasse","Neutral","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3364914997/sbadb3364914997_1749487421548_2-0._QL90_UX1128_.jpg"
"1771962819-126","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€890.36","Acne Studios","Platt Micro Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3236437838/acndb3236437838_1736885868074_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosPlatt Micro Shoulder Bag€890.36","https://www.shopbop.com/bags000466-acne-studios/vp/v=1/1534865451.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2042709507&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_75","Acne Studios","Platt Micro Shoulder Bag","Neon Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3236437838/acndb3236437838_1736885868074_2-0._QL90_UX1128_.jpg"
"1771962823-127","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€440.94","Lemaire","Crossbody Croissant Coin Purse","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lemai/lemai3038322b0d/lemai3038322b0d_1735934915348_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueLemaireCrossbody Croissant Coin Purse€440.94","https://www.shopbop.com/crossbody-croissant-coin-purse-lemaire/vp/v=1/1535561265.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2000679914&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_74","Lemaire","Crossbody Croissant Coin Purse","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lemai/lemai3038322b0d/lemai3038322b0d_1735934915348_2-0._QL90_UX1128_.jpg"
"1771962829-128","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,695.92","Acne Studios","Musubi Tote","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3225410cb4/acndb3225410cb4_1737650684976_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMusubi Tote€1,695.92","https://www.shopbop.com/bags000452-acne-studios/vp/v=1/1541577729.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2026391926&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_73","Acne Studios","Musubi Tote","Dark Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3225410cb4/acndb3225410cb4_1737650684976_2-0._QL90_UX1128_.jpg"
"1771962832-129","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€4,366.99","What Goes Around Comes Around","Chanel Grey Raffia Deauville Small Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb3980210192/wgadb3980210192_1749832583004_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Grey Raffia Deauville Small Bag€4,366.99","https://www.shopbop.com/chanel-grey-raffia-deauville-small/vp/v=1/1568095211.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2059167537&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_72","What Goes Around Comes Around","Chanel Grey Raffia Deauville Small Bag","Grey","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb3980210192/wgadb3980210192_1749832583004_2-0._QL90_UX1128_.jpg"
"1771962836-130","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€669.89","Proenza Schouler","Bond Bag in Suede","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2090411141/prosh2090411141_1750868045831_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueProenza SchoulerBond Bag in Suede€669.89","https://www.shopbop.com/bond-bag-suede-proenza-schouler/vp/v=1/1504876392.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2093961030&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_71","Proenza Schouler","Bond Bag in Suede","Chocolate","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2090411141/prosh2090411141_1750868045831_2-0._QL90_UX1128_.jpg"
"1771962840-131","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,144.75","Acne Studios","Musubi Mini Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321451a510/acndb321451a510_1705616510651_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMusubi Mini Shoulder Bag€1,144.75","https://www.shopbop.com/a10340-acne-studios/vp/v=1/1503384431.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2039495023&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_70","Acne Studios","Musubi Mini Shoulder Bag","Taupe Beige","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321451a510/acndb321451a510_1705616510651_2-0._QL90_UX1128_.jpg"
"1771962844-132","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€678.37","Acne Studios","Tote Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3235719251/acndb3235719251_1738092954904_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosTote Bag€678.37","https://www.shopbop.com/bags000189-acne-studios/vp/v=1/1537801078.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2065461887&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_69","Acne Studios","Tote Bag","Mid Blue","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3235719251/acndb3235719251_1738092954904_2-0._QL90_UX1128_.jpg"
"1771962847-133","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,687.44","Proenza Schouler","Days Carryall Tote in Paper Calf","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh209051d6a1/prosh209051d6a1_1750878861805_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueProenza SchoulerDays Carryall Tote in Paper Calf€1,687.44","https://www.shopbop.com/days-carryall-paper-calf-proenza/vp/v=1/1526640385.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2007018072&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_68","Proenza Schouler","Days Carryall Tote in Paper Calf","Navy","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh209051d6a1/prosh209051d6a1_1750878861805_2-0._QL90_UX1128_.jpg"
"1771962851-134","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,267.70","Shopbop Archive","Louis Vuitton Montorgueil GM Monogram Tote","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3366711409/sbadb3366711409_1751382635780_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Montorgueil GM Monogram Tote€1,267.70","https://www.shopbop.com/louis-vuitton-montorgueil-monogram-shopbop/vp/v=1/1530105174.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2029431863&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_67","Shopbop Archive","Louis Vuitton Montorgueil GM Monogram Tote","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3366711409/sbadb3366711409_1751382635780_2-0._QL90_UX1128_.jpg"
"1771962854-135","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,517.85","Proenza Schouler","Large Chelsea Tote In Soft Suede","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2090811141/prosh2090811141_1752606889501_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueProenza SchoulerLarge Chelsea Tote In Soft Suede€1,517.85","https://www.shopbop.com/large-chelsea-tote-soft-suede/vp/v=1/1574808758.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2075526904&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_66","Proenza Schouler","Large Chelsea Tote In Soft Suede","Chocolate","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2090811141/prosh2090811141_1752606889501_2-0._QL90_UX1128_.jpg"
"1771962858-136","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€285.76","WAI WAI Rio","Drink Martini Bag","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/waiwa/waiwa3003424f0f/waiwa3003424f0f_1744312924080_2-0._QL90_UX1128_.jpg","","","WAI WAI RioDrink Martini Bag€285.76","https://www.shopbop.com/drink-martini-bag-wai-rio/vp/v=1/1534785288.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2045082081&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_65","WAI WAI Rio","Drink Martini Bag","906 - Martini","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/waiwa/waiwa3003424f0f/waiwa3003424f0f_1744312924080_2-0._QL90_UX1128_.jpg"
"1771962865-137","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€924.28","Isabel Marant","Altay Small Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb3225411141/ismdb3225411141_1753384973221_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueIsabel MarantAltay Small Bag€924.28","https://www.shopbop.com/altay-small-isabel-marant/vp/v=1/1596226642.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2005513319&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_64","Isabel Marant","Altay Small Bag","Chocolate","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb3225411141/ismdb3225411141_1753384973221_2-0._QL90_UX1128_.jpg"
"1771962870-138","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€211.99","Jil Sander","Folded Card Holder","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jlsan/jlsan3024412048/jlsan3024412048_1750268955284_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueJil SanderFolded Card Holder€211.99","https://www.shopbop.com/folded-card-holder-jil-sander/vp/v=1/1510687701.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2058484600&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_63","Jil Sander","Folded Card Holder","Steel","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jlsan/jlsan3024412048/jlsan3024412048_1750268955284_2-0._QL90_UX1128_.jpg"
"1771962874-139","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,653.52","Shopbop Archive","Dior Tote Bag, Leather","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb336731071b/sbadb336731071b_1751308886951_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveDior Tote Bag, Leather€1,653.52","https://www.shopbop.com/dior-tote-bag-leather-shopbop/vp/v=1/1514286073.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2040234510&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_62","Shopbop Archive","Dior Tote Bag, Leather","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb336731071b/sbadb336731071b_1751308886951_2-0._QL90_UX1128_.jpg"
"1771962879-140","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€86.49","Stoney Clover Lane","""Essentials"" Embroidered Large Pouch","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sclov/sclov3059811275/sclov3059811275_1741979146835_2-0._QL90_UX1128_.jpg","","","Stoney Clover Lane""Essentials"" Embroidered Large Pouch€86.49","https://www.shopbop.com/essentials-embroidered-large-pouch-stoney/vp/v=1/1548439189.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2071446548&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_61","Stoney Clover Lane","""Essentials"" Embroidered Large Pouch","Periwinkle","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sclov/sclov3059811275/sclov3059811275_1741979146835_2-0._QL90_UX1128_.jpg"
"1771962883-141","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€5,808.53","Shopbop Archive","Chanel Medium Classic Double Flap Lambskin Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3363412688/sbadb3363412688_1749833453126_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveChanel Medium Classic Double Flap Lambskin Shoulder Bag€5,808.53","https://www.shopbop.com/chanel-medium-classic-double-flap/vp/v=1/1581488459.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2049518890&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_60","Shopbop Archive","Chanel Medium Classic Double Flap Lambskin Shoulder Bag","Beige","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3363412688/sbadb3363412688_1749833453126_2-0._QL90_UX1128_.jpg"
"1771962886-142","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,687.44","Shopbop Archive","Louis Vuitton Neverfull MM Tote Bag, Damier Ebene","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3346011409/sbadb3346011409_1743455151815_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Neverfull MM Tote Bag, Damier Ebene€1,687.44","https://www.shopbop.com/louis-vuitton-neverfull-tote-bag/vp/v=1/1507946383.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2094572220&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_59","Shopbop Archive","Louis Vuitton Neverfull MM Tote Bag, Damier Ebene","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3346011409/sbadb3346011409_1743455151815_2-0._QL90_UX1128_.jpg"
"1771962890-143","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€66.14","Stoney Clover Lane","Classic Large Pouch","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sclov/sclov3024211453/sclov3024211453_1644874024237_2-0._QL90_UX1128_.jpg","","","Stoney Clover LaneClassic Large Pouch€66.14","https://www.shopbop.com/classic-large-pouch-stoney-clover/vp/v=1/1512483621.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2037538114&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_58","Stoney Clover Lane","Classic Large Pouch","Bubble Gum","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sclov/sclov3024211453/sclov3024211453_1644874024237_2-0._QL90_UX1128_.jpg"
"1771962894-144","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,144.75","Acne Studios","Musubi Mini Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3213811656/acndb3213811656_1708473570623_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMusubi Mini Shoulder Bag€1,144.75","https://www.shopbop.com/musubi-mini-acne-studios/vp/v=1/1563064394.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2022890531&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_57","Acne Studios","Musubi Mini Shoulder Bag","White/Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3213811656/acndb3213811656_1708473570623_2-0._QL90_UX1128_.jpg"
"1771962898-145","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€419.74","Marc Jacobs","The Sack Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb339511cd2d/mjadb339511cd2d_1747422968729_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueMarc JacobsThe Sack Bag€419.74","https://www.shopbop.com/sack-marc-jacobs/vp/v=1/1598790686.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2031315235&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_56","Marc Jacobs","The Sack Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb339511cd2d/mjadb339511cd2d_1747422968729_2-0._QL90_UX1128_.jpg"
"1771962902-146","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€890.36","Acne Studios","Multipocket Micro Crossbody Dirty Snow Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3230110192/acndb3230110192_1733426158173_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMultipocket Micro Crossbody Dirty Snow Bag€890.36","https://www.shopbop.com/multipocket-micro-crossbody-dirty-snow/vp/v=1/1579317711.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2077851420&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_55","Acne Studios","Multipocket Micro Crossbody Dirty Snow Bag","Grey","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3230110192/acndb3230110192_1733426158173_2-0._QL90_UX1128_.jpg"
"1771962905-147","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€657.17","Isabel Marant","Skano Belt Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb3183913711/ismdb3183913711_1717711639803_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueIsabel MarantSkano Belt Bag€657.17","https://www.shopbop.com/skano-isabel-marant/vp/v=1/1561540435.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2034607384&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_54","Isabel Marant","Skano Belt Bag","Cognac","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb3183913711/ismdb3183913711_1717711639803_2-0._QL90_UX1128_.jpg"
