web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,item_page_title,item_page_link,data_1,data_2,Product_Color,Product_Size,image_1
"1771962234-1","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,077.50","What Goes Around Comes Around","Louis Vuitton Monogram Lock BB Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb40131102d9/wgadb40131102d9_1758571666703_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundLouis Vuitton Monogram Lock BB Bag€2,077.50","https://www.shopbop.com/monogram-locky-what-goes-around/vp/v=1/1599461094.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2096034785&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_100","What Goes Around Comes Around","Louis Vuitton Monogram Lock BB Bag","Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb40131102d9/wgadb40131102d9_1758571666703_2-0._QL90_UX1128_.jpg"
"1771962238-2","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€165.35","Marc Jacobs","The Leather Mini Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb3420711266/mjadb3420711266_1758918099762_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueMarc JacobsThe Leather Mini Bag€165.35","https://www.shopbop.com/mini-bag-marc-jacobs/vp/v=1/1508280488.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2013782304&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_99","Marc Jacobs","The Leather Mini Bag","Cherry","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb3420711266/mjadb3420711266_1758918099762_2-0._QL90_UX1128_.jpg"
"1771962244-3","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","Previous Price €292.55","Themoire","Emera Croco Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/themo/themo300692262d/themo300692262d_1760023354474_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueThemoireEmera Croco BagPrevious Price €292.55Sale Price €204.78","https://www.shopbop.com/emera-croco-themoire/vp/v=1/1521388203.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2090584322&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_98","Themoire","Emera Croco Bag","Ebony","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/themo/themo300692262d/themo300692262d_1760023354474_2-0._QL90_UX1128_.jpg"
"1771962248-4","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","Previous Price €402.78","Bembien","Gabrielle Grande Weave Bag","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bembi/bembi3011714320/bembi3011714320_1761847436559_2-0._QL90_UX1128_.jpg","","","BembienGabrielle Grande Weave BagPrevious Price €402.78Sale Price €241.67","https://www.shopbop.com/gabrielle-bag-grande-weave-black/vp/v=1/1542329008.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2016547062&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_97","Bembien","Gabrielle Grande Weave Bag","Black Suede","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bembi/bembi3011714320/bembi3011714320_1761847436559_2-0._QL90_UX1128_.jpg"
"1771962253-5","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","Previous Price €402.78","Bembien","Suede Sera Tote","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bembi/bembi3011911864/bembi3011911864_1761241414218_2-0._QL90_UX1128_.jpg","","","BembienSuede Sera TotePrevious Price €402.78Sale Price €281.95","https://www.shopbop.com/sera-tote-suede-brown-bembien/vp/v=1/1513632543.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2095088639&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_96","Bembien","Suede Sera Tote","Brown Suede","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bembi/bembi3011911864/bembi3011911864_1761241414218_2-0._QL90_UX1128_.jpg"
"1771962258-6","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,229.54","What Goes Around Comes Around","Gucci Brown Canvas Round Messenger Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb4027211409/wgadb4027211409_1761340202827_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundGucci Brown Canvas Round Messenger Bag€1,229.54","https://www.shopbop.com/gucci-brown-canvas-round-messenger/vp/v=1/1590853617.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2082672077&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_95","What Goes Around Comes Around","Gucci Brown Canvas Round Messenger Bag","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb4027211409/wgadb4027211409_1761340202827_2-0._QL90_UX1128_.jpg"
"1771962262-7","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,568.73","What Goes Around Comes Around","Gucci x Balenciaga Leather Hacker Jackie 1961 Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb402291071b/wgadb402291071b_1763742380367_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundGucci x Balenciaga Leather Hacker Jackie 1961 Shoulder Bag€1,568.73","https://www.shopbop.com/gucci-black-leather-hacker-jackie1961/vp/v=1/1500761848.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2095176199&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_94","What Goes Around Comes Around","Gucci x Balenciaga Leather Hacker Jackie 1961 Shoulder Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb402291071b/wgadb402291071b_1763742380367_2-0._QL90_UX1128_.jpg"
"1771962267-8","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","Previous Price €591.88","Marc Jacobs","The Mini Icon Stud Sack Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb342491fbea/mjadb342491fbea_1762883638836_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueMarc JacobsThe Mini Icon Stud Sack BagPrevious Price €591.88Sale Price €414.31","https://www.shopbop.com/sack-marc-jacobs/vp/v=1/1595215378.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2012537860&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_93","Marc Jacobs","The Mini Icon Stud Sack Bag","Black multi","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mjadb/mjadb342491fbea/mjadb342491fbea_1762883638836_2-0._QL90_UX1128_.jpg"
"1771962271-9","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,331.89","What Goes Around Comes Around","Louis Vuitton Monogram Pallas NM BB Tote","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb404241071b/wgadb404241071b_1764621757206_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundLouis Vuitton Monogram Pallas NM BB Tote€2,331.89","https://www.shopbop.com/monogram-pallas-what-goes-around/vp/v=1/1511157694.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2077021165&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_92","What Goes Around Comes Around","Louis Vuitton Monogram Pallas NM BB Tote","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb404241071b/wgadb404241071b_1764621757206_2-0._QL90_UX1128_.jpg"
"1771962275-10","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,144.75","Shopbop Archive","Louis Vuitton Marly Bandouliere, Monogra","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3051711409/sbadb3051711409_q1_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Marly Bandouliere, Monogra€1,144.75","https://www.shopbop.com/louis-vuitton-marly-bandouliere-monogra/vp/v=1/1542358144.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2050778069&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_91","Shopbop Archive","Louis Vuitton Marly Bandouliere, Monogra","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3051711409/sbadb3051711409_q1_2-0._QL90_UX1128_.jpg"
"1771962280-11","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€419.74","Tory Burch","Romy Large Bucket Bag","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/toryb/toryb5140510865/toryb5140510865_1762187851438_2-0._QL90_UX1128_.jpg","","","Tory BurchRomy Large Bucket Bag€419.74","https://www.shopbop.com/romy-large-bucket-bag-tory/vp/v=1/1512397089.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2026251775&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_90","Tory Burch","Romy Large Bucket Bag","Deep Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/toryb/toryb5140510865/toryb5140510865_1762187851438_2-0._QL90_UX1128_.jpg"
"1771962285-12","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,115.66","Shopbop Archive","Louis Vuitton Pochette Metis Monogram Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3057411409/sbadb3057411409_q1_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Pochette Metis Monogram Bag€2,115.66","https://www.shopbop.com/louis-vuitton-pochette-metis-monogram/vp/v=1/1570871014.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2000604301&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_89","Shopbop Archive","Louis Vuitton Pochette Metis Monogram Bag","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3057411409/sbadb3057411409_q1_2-0._QL90_UX1128_.jpg"
"1771962289-13","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,433.05","Proenza Schouler","PS1 Mini Crossbody Bag In Nubuck Calf","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh20845193ff/prosh20845193ff_1735923074515_2-1._QL90_UX1128_.jpg","","","Designer BoutiqueProenza SchoulerPS1 Mini Crossbody Bag In Nubuck Calf€1,433.05","https://www.shopbop.com/ps1-mini-crossbody-bag-nubuck/vp/v=1/1551366691.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2037873998&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_88","Proenza Schouler","PS1 Mini Crossbody Bag In Nubuck Calf","Tobacco","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh20845193ff/prosh20845193ff_1735923074515_2-1._QL90_UX1128_.jpg"
"1771962294-14","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€550.28","Isabel Marant","Oskan Moon","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb3142413711/ismdb3142413711_1678491352995_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueIsabel MarantOskan Moon€550.28","https://www.shopbop.com/oskan-moon-isabel-marant/vp/v=1/1570511277.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2080971575&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_87","Isabel Marant","Oskan Moon","Cognac","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb3142413711/ismdb3142413711_1678491352995_2-0._QL90_UX1128_.jpg"
"1771962299-15","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€635.97","Proenza Schouler","Mini Slide Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh208481c925/prosh208481c925_1736952716389_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueProenza SchoulerMini Slide Bag€635.97","https://www.shopbop.com/mini-slide-bag-proenza-schouler/vp/v=1/1530959753.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2065964401&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_86","Proenza Schouler","Mini Slide Bag","White","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh208481c925/prosh208481c925_1736952716389_2-0._QL90_UX1128_.jpg"
"1771962303-16","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€975.15","Shopbop Archive","Louis Vuitton Amazone","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3019911409/sbadb3019911409_q1_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Amazone€975.15","https://www.shopbop.com/louis-vuitton-amazone-shopbop-archive/vp/v=1/1508619870.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2094767787&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_85","Shopbop Archive","Louis Vuitton Amazone","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3019911409/sbadb3019911409_q1_2-0._QL90_UX1128_.jpg"
"1771962308-17","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,178.66","Isabel Marant","Naoko Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb301701071c/ismdb301701071c_q1_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueIsabel MarantNaoko Bag€1,178.66","https://www.shopbop.com/oskan-moon-isabel-marant/vp/v=1/1572536423.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2015231135&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_84","Isabel Marant","Naoko Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ismdb/ismdb301701071c/ismdb301701071c_q1_2-0._QL90_UX1128_.jpg"
"1771962312-18","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,352.50","Shopbop Archive","Louis Vuitton Navona Damier Ebene Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3053611409/sbadb3053611409_q1_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Navona Damier Ebene Bag€1,352.50","https://www.shopbop.com/louis-vuitton-navona-damier-ebene/vp/v=1/1556127455.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2063740652&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_83","Shopbop Archive","Louis Vuitton Navona Damier Ebene Bag","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3053611409/sbadb3053611409_q1_2-0._QL90_UX1128_.jpg"
"1771962317-19","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,522.09","Shopbop Archive","Louis Vuitton Noe Monogram Bucket Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3079611409/sbadb3079611409_1616771165843_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Noe Monogram Bucket Bag€1,522.09","https://www.shopbop.com/louis-vuitton-noe-monogram-shopbop/vp/v=1/1583477722.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2063452435&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_82","Shopbop Archive","Louis Vuitton Noe Monogram Bucket Bag","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3079611409/sbadb3079611409_1616771165843_2-0._QL90_UX1128_.jpg"
"1771962323-20","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€2,543.88","FERRAGAMO","Hug Soft Bicolor Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ferrg/ferrg3214920c41/ferrg3214920c41_1690822966203_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueFERRAGAMOHug Soft Bicolor Bag€2,543.88","https://www.shopbop.com/hug-soft-bicolor-ferragamo/vp/v=1/1553958216.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2048244283&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_81","FERRAGAMO","Hug Soft Bicolor Bag","Nero Flame Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ferrg/ferrg3214920c41/ferrg3214920c41_1690822966203_2-0._QL90_UX1128_.jpg"
"1771962327-21","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€763.16","Acne Studios","Musubi Micro Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3138011656/acndb3138011656_q1_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMusubi Micro Bag€763.16","https://www.shopbop.com/musubi-micro-bag-acne-studios/vp/v=1/1589383099.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2093300356&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_80","Acne Studios","Musubi Micro Bag","White/Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3138011656/acndb3138011656_q1_2-0._QL90_UX1128_.jpg"
"1771962333-22","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,144.75","Shopbop Archive","Louis Vuitton Pochette Bosphore, Mono","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3169211409/sbadb3169211409_1670871014043_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveLouis Vuitton Pochette Bosphore, Mono€1,144.75","https://www.shopbop.com/louis-vuitton-pochette-bosphore-mono/vp/v=1/1541481475.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2091449319&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_79","Shopbop Archive","Louis Vuitton Pochette Bosphore, Mono","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3169211409/sbadb3169211409_1670871014043_2-0._QL90_UX1128_.jpg"
"1771962338-23","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,712.88","Shopbop Archive","Fendi Shoulder Bag, Zucchino Canvas","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3276211409/sbadb3276211409_1716298563315_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveFendi Shoulder Bag, Zucchino Canvas€1,712.88","https://www.shopbop.com/fendi-shoulder-bag-zucchino-canvas/vp/v=1/1500523746.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2037236440&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_78","Shopbop Archive","Fendi Shoulder Bag, Zucchino Canvas","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3276211409/sbadb3276211409_1716298563315_2-0._QL90_UX1128_.jpg"
"1771962344-24","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,017.55","Acne Studios","Multipocket Micro Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3214120f3d/acndb3214120f3d_1709321142298_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMultipocket Micro Bag€1,017.55","https://www.shopbop.com/a10356-acne-studios/vp/v=1/1578605271.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2081823624&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_77","Acne Studios","Multipocket Micro Bag","Pink","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3214120f3d/acndb3214120f3d_1709321142298_2-0._QL90_UX1128_.jpg"
"1771962349-25","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€932.76","Shopbop Archive","Prada 2-Way Tote Bag, Canapa Canvas","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb329081071b/sbadb329081071b_1720535832443_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchivePrada 2-Way Tote Bag, Canapa Canvas€932.76","https://www.shopbop.com/prada-way-tote-bag-canapa/vp/v=1/1501538452.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2028940235&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_76","Shopbop Archive","Prada 2-Way Tote Bag, Canapa Canvas","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb329081071b/sbadb329081071b_1720535832443_2-0._QL90_UX1128_.jpg"
"1771962356-26","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€843.72","Shopbop Archive","Gucci Belt Bag, Gg Canvas","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3066011409/sbadb3066011409_1644422331209_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchiveGucci Belt Bag, Gg Canvas€843.72","https://www.shopbop.com/gucci-belt-bag-canvas-shopbop/vp/v=1/1556426920.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2027084091&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_75","Shopbop Archive","Gucci Belt Bag, Gg Canvas","Brown","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3066011409/sbadb3066011409_1644422331209_2-0._QL90_UX1128_.jpg"
"1771962363-27","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€890.36","Acne Studios","Multipocket Micro Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb32246102d9/acndb32246102d9_1718640606699_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMultipocket Micro Bag€890.36","https://www.shopbop.com/multipocket-micro-crinkled-patent-acne/vp/v=1/1501163215.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2078759598&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_74","Acne Studios","Multipocket Micro Bag","Red","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb32246102d9/acndb32246102d9_1718640606699_2-0._QL90_UX1128_.jpg"
"1771962369-28","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€487.58","Tory Burch","Kira Diamond Quilt Small Convertible Shoulder Bag","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/toryb/toryb5066211841/toryb5066211841_1722958785756_2-0._QL90_UX1128_.jpg","","","Tory BurchKira Diamond Quilt Small Convertible Shoulder Bag€487.58","https://www.shopbop.com/kira-diamond-quilt-small-convertible/vp/v=1/1565344689.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2067086751&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_73","Tory Burch","Kira Diamond Quilt Small Convertible Shoulder Bag","Tan","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/toryb/toryb5066211841/toryb5066211841_1722958785756_2-0._QL90_UX1128_.jpg"
"1771962377-29","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,017.55","Acne Studios","Musubi Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321371071b/acndb321371071b_1702324590721_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueAcne StudiosMusubi Shoulder Bag€1,017.55","https://www.shopbop.com/bags000244-acne-studios/vp/v=1/1506403082.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2094210142&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_72","Acne Studios","Musubi Shoulder Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb321371071b/acndb321371071b_1702324590721_2-0._QL90_UX1128_.jpg"
"1771962384-30","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1400","€1,483.93","Marni","Museo Hobo Small Hobo Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mardb/mardb312352104d/mardb312352104d_1707430567700_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueMarniMuseo Hobo Small Hobo Bag€1,483.93","https://www.shopbop.com/museo-hobo-small-marni/vp/v=1/1594838571.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2012810921&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_71","Marni","Museo Hobo Small Hobo Bag","Ivory/Lacquer","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mardb/mardb312352104d/mardb312352104d_1707430567700_2-0._QL90_UX1128_.jpg"
