web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,image4,item_page_title,item_page_link,data_1,data_2,Product_Name,image_1
"1771964634-126","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €224.71","Ciao Lucia","Sebastian Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ciaol/ciaol3022521548/ciaol3022521548_1749149707964_2-0._QL90_UX1128_.jpg","","","","Ciao LuciaSebastian TopPrevious Price €224.71Sale Price €44.94","https://www.shopbop.com/sebastian-top-ciao-lucia/vp/v=1/1567172832.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2047339203&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_75","Ciao Lucia","Sebastian Top","Ciao LuciaSebastian Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ciaol/ciaol3022521548/ciaol3022521548_1749149707964_2-0._QL90_UX1128_.jpg"
"1771964637-127","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €122.95","ATM Anthony Thomas Melillo","Mixed Media Smocked Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/atman/atman308851c925/atman308851c925_1747666289994_2-0._QL90_UX1128_.jpg","","","","ATM Anthony Thomas MelilloMixed Media Smocked TopPrevious Price €122.95Sale Price €24.59","https://www.shopbop.com/mixed-media-short-sleeve-crew/vp/v=1/1567466145.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2097350818&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_74","ATM Anthony Thomas Melillo","Mixed Media Smocked Top","ATM Anthony Thomas MelilloMixed Media Smocked Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/atman/atman308851c925/atman308851c925_1747666289994_2-0._QL90_UX1128_.jpg"
"1771964640-128","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €76.32","ALIGNE","Omari Stripe Shorts","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3011933808/align3011933808_1746191551095_2-0._QL90_UX1128_.jpg","","","","ALIGNEOmari Stripe ShortsPrevious Price €76.32Sale Price €15.26","https://www.shopbop.com/omari-stripe-short-aligne/vp/v=1/1506115934.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2080003434&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_73","ALIGNE","Omari Stripe Shorts","ALIGNEOmari Stripe Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3011933808/align3011933808_1746191551095_2-0._QL90_UX1128_.jpg"
"1771964643-129","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €101.76","ALIGNE","Arlo Stripe Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3011833808/align3011833808_1746042339464_2-0._QL90_UX1128_.jpg","","","","ALIGNEArlo Stripe TopPrevious Price €101.76Sale Price €20.35","https://www.shopbop.com/arlo-stripe-top-aligne/vp/v=1/1512276786.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2093607634&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_72","ALIGNE","Arlo Stripe Top","ALIGNEArlo Stripe Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align3011833808/align3011833808_1746042339464_2-0._QL90_UX1128_.jpg"
"1771964645-130","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €193.33","Birds of Paradis","Summer Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara303432473e/bpara303432473e_1743079750065_2-0._QL90_UX1128_.jpg","","","","Birds of ParadisSummer TopPrevious Price €193.33Sale Price €38.67","https://www.shopbop.com/summer-top-birds-paradis/vp/v=1/1516616276.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2036840140&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_71","Birds of Paradis","Summer Top","Birds of ParadisSummer Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara303432473e/bpara303432473e_1743079750065_2-0._QL90_UX1128_.jpg"
"1771964648-131","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €98.36","Seven Wonders","Calianna Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/svnwn/svnwn3019015149/svnwn3019015149_1752705782190_2-0._QL90_UX1128_.jpg","","","","Seven WondersCalianna Mini DressPrevious Price €98.36Sale Price €19.67","https://www.shopbop.com/calianna-mini-dress-seven-wonders/vp/v=1/1506289738.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2066138651&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_70","Seven Wonders","Calianna Mini Dress","Seven WondersCalianna Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/svnwn/svnwn3019015149/svnwn3019015149_1752705782190_2-0._QL90_UX1128_.jpg"
"1771964650-132","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €63.60","Seven Wonders","Amalia Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/svnwn/svnwn3016525270/svnwn3016525270_1749141484213_2-0._QL90_UX1128_.jpg","","","","Seven WondersAmalia TopPrevious Price €63.60Sale Price €12.72","https://www.shopbop.com/amalia-top-seven-wonders/vp/v=1/1526543701.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2033823667&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_69","Seven Wonders","Amalia Top","Seven WondersAmalia Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/svnwn/svnwn3016525270/svnwn3016525270_1749141484213_2-0._QL90_UX1128_.jpg"
"1771964653-133","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €317.98","Le Superbe","St. Tropez Midi Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lesup/lesup3038122b0d/lesup3038122b0d_1748033187181_2-0._QL90_UX1128_.jpg","","","","Le SuperbeSt. Tropez Midi DressPrevious Price €317.98Sale Price €63.60","https://www.shopbop.com/tropez-midi-dress-le-superbe/vp/v=1/1572785640.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2031994252&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_68","Le Superbe","St. Tropez Midi Dress","Le SuperbeSt. Tropez Midi Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lesup/lesup3038122b0d/lesup3038122b0d_1748033187181_2-0._QL90_UX1128_.jpg"
"1771964656-134","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €89.04","Damson Madder","Chlo Holiday Print Shirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/damad/damad300611c3c8/damad300611c3c8_1743187698508_2-0._QL90_UX1128_.jpg","","","","Damson MadderChlo Holiday Print ShirtPrevious Price €89.04Sale Price €17.81","https://www.shopbop.com/chlo-shirt-holiday-print-damson/vp/v=1/1506929424.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2017212383&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_67","Damson Madder","Chlo Holiday Print Shirt","Damson MadderChlo Holiday Print Shirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/damad/damad300611c3c8/damad300611c3c8_1743187698508_2-0._QL90_UX1128_.jpg"
"1771964658-135","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €47.49","Z Supply","Amelie Linen Tank","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/zsupp/zsupp3143411168/zsupp3143411168_1745505527723_2-0._QL90_UX1128_.jpg","","","","Z SupplyAmelie Linen TankPrevious Price €47.49Sale Price €9.50","https://www.shopbop.com/amelie-linen-tank-z-supply/vp/v=1/1534005347.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2003428277&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_66","Z Supply","Amelie Linen Tank","Z SupplyAmelie Linen Tank","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/zsupp/zsupp3143411168/zsupp3143411168_1745505527723_2-0._QL90_UX1128_.jpg"
"1771964661-136","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €419.74","JBQ","Beau Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jbeeq/jbeeq3016619284/jbeeq3016619284_1751392934706_2-0._QL90_UX1128_.jpg","","","","JBQBeau DressPrevious Price €419.74Sale Price €83.95","https://www.shopbop.com/beau-dress-jbq/vp/v=1/1587999858.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2082776715&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_65","JBQ","Beau Dress","JBQBeau Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jbeeq/jbeeq3016619284/jbeeq3016619284_1751392934706_2-0._QL90_UX1128_.jpg"
"1771964665-137","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €394.30","HEVRON","Harlow Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/hevrn/hevrn301001c925/hevrn301001c925_1750190730758_2-0._QL90_UX1128_.jpg","","","","HEVRONHarlow DressPrevious Price €394.30Sale Price €78.86","https://www.shopbop.com/harlow-dress-hevron/vp/v=1/1514842427.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2052918270&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_64","HEVRON","Harlow Dress","HEVRONHarlow Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/hevrn/hevrn301001c925/hevrn301001c925_1750190730758_2-0._QL90_UX1128_.jpg"
"1771964667-138","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €149.24","o.p.t","Cotton Catalina Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/opttt/opttt3024620286/opttt3024620286_1747314431781_2-0._QL90_UX1128_.jpg","","","","o.p.tCotton Catalina DressPrevious Price €149.24Sale Price €29.85","https://www.shopbop.com/cotton-catalina-dress-opt/vp/v=1/1558715782.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2087650656&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_63","o.p.t","Cotton Catalina Dress","o.p.tCotton Catalina Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/opttt/opttt3024620286/opttt3024620286_1747314431781_2-0._QL90_UX1128_.jpg"
"1771964670-139","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €55.12","Lioness","The Boulevard Mesh Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3069411833/lione3069411833_1750865767295_2-1._QL90_UX1128_.jpg","","","","LionessThe Boulevard Mesh TopPrevious Price €55.12Sale Price €11.02","https://www.shopbop.com/boulevard-mesh-top-lioness/vp/v=1/1571673753.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2057020560&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_62","Lioness","The Boulevard Mesh Top","LionessThe Boulevard Mesh Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3069411833/lione3069411833_1750865767295_2-1._QL90_UX1128_.jpg"
"1771964673-140","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €133.98","Solid & Striped","The Charlie Shorts","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/solid/solid3151793264/solid3151793264_1748380294305_2-0._QL90_UX1128_.jpg","","","","Solid & StripedThe Charlie ShortsPrevious Price €133.98Sale Price €40.19","https://www.shopbop.com/charlie-short-solid-striped/vp/v=1/1545409391.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2090834920&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_61","Solid & Striped","The Charlie Shorts","Solid & StripedThe Charlie Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/solid/solid3151793264/solid3151793264_1748380294305_2-0._QL90_UX1128_.jpg"
"1771964675-141","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €150.94","Solid & Striped","The Delta Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/solid/solid3151393264/solid3151393264_1748381873623_2-0._QL90_UX1128_.jpg","","","","Solid & StripedThe Delta TopPrevious Price €150.94Sale Price €30.19","https://www.shopbop.com/delta-top-solid-striped/vp/v=1/1517703727.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2094349536&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_60","Solid & Striped","The Delta Top","Solid & StripedThe Delta Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/solid/solid3151393264/solid3151393264_1748381873623_2-0._QL90_UX1128_.jpg"
"1771964678-142","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €133.98","RESA","Glint Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa3007210732/resaa3007210732_1743081260749_2-0._QL90_UX1128_.jpg","","","","RESAGlint Mini DressPrevious Price €133.98Sale Price €26.80","https://www.shopbop.com/glint-mini-dress-resa/vp/v=1/1515177499.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2080436073&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_59","RESA","Glint Mini Dress","RESAGlint Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa3007210732/resaa3007210732_1743081260749_2-0._QL90_UX1128_.jpg"
"1771964681-143","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €334.94","Fleur du Mal","Colored Denim Snap Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/fduma/fduma30987246e4/fduma30987246e4_1751303921310_2-0._QL90_UX1128_.jpg","","","","Fleur du MalColored Denim Snap DressPrevious Price €334.94Sale Price €66.99","https://www.shopbop.com/colored-denim-midi-snap-dress/vp/v=1/1594257296.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2073213140&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_58","Fleur du Mal","Colored Denim Snap Dress","Fleur du MalColored Denim Snap Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/fduma/fduma30987246e4/fduma30987246e4_1751303921310_2-0._QL90_UX1128_.jpg"
"1771964684-144","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €207.75","Ciao Lucia","Savio Shorts","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ciaol/ciaol3021711542/ciaol3021711542_1749068454024_2-0._QL90_UX1128_.jpg","","","","Ciao LuciaSavio ShortsPrevious Price €207.75Sale Price €41.55","https://www.shopbop.com/savio-short-ciao-lucia/vp/v=1/1558094751.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2053592995&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_57","Ciao Lucia","Savio Shorts","Ciao LuciaSavio Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ciaol/ciaol3021711542/ciaol3021711542_1749068454024_2-0._QL90_UX1128_.jpg"
"1771964686-145","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €207.75","Ciao Lucia","Risi Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ciaol/ciaol3022311542/ciaol3022311542_1749073010718_2-0._QL90_UX1128_.jpg","","","","Ciao LuciaRisi TopPrevious Price €207.75Sale Price €41.55","https://www.shopbop.com/risi-top-ciao-lucia/vp/v=1/1548111236.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2070919923&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_56","Ciao Lucia","Risi Top","Ciao LuciaRisi Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ciaol/ciaol3022311542/ciaol3022311542_1749073010718_2-0._QL90_UX1128_.jpg"
"1771964689-146","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €165.35","Sold Out NYC","The Long Not So Basic Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/soldo/soldo3008011470/soldo3008011470_1750094980541_2-0._QL90_UX1128_.jpg","","","","Sold Out NYCThe Long Not So Basic DressPrevious Price €165.35Sale Price €33.07","https://www.shopbop.com/long-not-basic-dress-sold/vp/v=1/1546985957.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2058673741&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_55","Sold Out NYC","The Long Not So Basic Dress","Sold Out NYCThe Long Not So Basic Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/soldo/soldo3008011470/soldo3008011470_1750094980541_2-0._QL90_UX1128_.jpg"
"1771964692-147","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €109.39","Good American","Always Fits Deep V Underwire One Piece","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer312601001f/gamer312601001f_1745506255104_2-0._QL90_UX1128_.jpg","","","","Good AmericanAlways Fits Deep V Underwire One PiecePrevious Price €109.39Sale Price €21.88","https://www.shopbop.com/always-fits-deep-underwire-swimsuit/vp/v=1/1552667754.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2004039766&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_54","Good American","Always Fits Deep V Underwire One Piece","Good AmericanAlways Fits Deep V Underwire One Piece","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer312601001f/gamer312601001f_1745506255104_2-0._QL90_UX1128_.jpg"
"1771964694-148","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €143.31","BARDOT","Melody Lace Poplin Maxi Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bardt/bardt3013922b0d/bardt3013922b0d_1749153134271_2-0._QL90_UX1128_.jpg","","","","BARDOTMelody Lace Poplin Maxi DressPrevious Price €143.31Sale Price €28.66","https://www.shopbop.com/melody-lace-poplin-maxi-dress/vp/v=1/1560266055.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2013842468&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_53","BARDOT","Melody Lace Poplin Maxi Dress","BARDOTMelody Lace Poplin Maxi Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bardt/bardt3013922b0d/bardt3013922b0d_1749153134271_2-0._QL90_UX1128_.jpg"
"1771964697-149","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €67.84","4th & Reckless","Amira Shirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/freck/freck3018835210/freck3018835210_1741018145759_2-0._QL90_UX1128_.jpg","","","","4th & RecklessAmira ShirtPrevious Price €67.84Sale Price €13.57","https://www.shopbop.com/amira-shirt-4th-reckless/vp/v=1/1534907932.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2007970869&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_52","4th & Reckless","Amira Shirt","4th & RecklessAmira Shirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/freck/freck3018835210/freck3018835210_1741018145759_2-0._QL90_UX1128_.jpg"
"1771964700-150","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €211.99","THE GREAT.","The Pleated Trouser Shorts","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/tgrea/tgrea3151522b0d/tgrea3151522b0d_1747849989901_2-0._QL90_UX1128_.jpg","","","","THE GREAT.The Pleated Trouser ShortsPrevious Price €211.99Sale Price €42.40","https://www.shopbop.com/pleated-trouser-short-great/vp/v=1/1577345201.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2031456499&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_51","THE GREAT.","The Pleated Trouser Shorts","THE GREAT.The Pleated Trouser Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/tgrea/tgrea3151522b0d/tgrea3151522b0d_1747849989901_2-0._QL90_UX1128_.jpg"
"1771964703-151","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €76.32","Lioness","Field of Dreams Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3070313347/lione3070313347_1750867752523_2-0._QL90_UX1128_.jpg","","","","LionessField of Dreams Mini DressPrevious Price €76.32Sale Price €15.26","https://www.shopbop.com/field-dreams-mini-lioness/vp/v=1/1553245116.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2058346826&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_50","Lioness","Field of Dreams Mini Dress","LionessField of Dreams Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lione/lione3070313347/lione3070313347_1750867752523_2-0._QL90_UX1128_.jpg"
"1771964705-152","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €250.15","The Lulo Project","Hacienda Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop300962618a/lulop300962618a_1749740415079_2-0._QL90_UX1128_.jpg","","","","The Lulo ProjectHacienda TopPrevious Price €250.15Sale Price €50.03","https://www.shopbop.com/hacienda-top-lulo-project/vp/v=1/1529632892.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2055491264&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_49","The Lulo Project","Hacienda Top","The Lulo ProjectHacienda Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lulop/lulop300962618a/lulop300962618a_1749740415079_2-0._QL90_UX1128_.jpg"
"1771964708-153","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €165.35","La Ligne","Mallory Tank","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lalig/lalig3021122e69/lalig3021122e69_1750100177147_2-0._QL90_UX1128_.jpg","","","","La LigneMallory TankPrevious Price €165.35Sale Price €33.07","https://www.shopbop.com/mallory-tank-ligne/vp/v=1/1525048180.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2057076804&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_48","La Ligne","Mallory Tank","La LigneMallory Tank","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lalig/lalig3021122e69/lalig3021122e69_1750100177147_2-0._QL90_UX1128_.jpg"
"1771964711-154","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €186.55","Bec + Bridge","Freya Bubble Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/becbr/becbr406071a530/becbr406071a530_1747172560639_2-0._QL90_UX1128_.jpg","","","","Bec + BridgeFreya Bubble Mini DressPrevious Price €186.55Sale Price €37.31","https://www.shopbop.com/freya-bubble-mini-dress-bec/vp/v=1/1509235081.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2005881903&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_47","Bec + Bridge","Freya Bubble Mini Dress","Bec + BridgeFreya Bubble Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/becbr/becbr406071a530/becbr406071a530_1747172560639_2-0._QL90_UX1128_.jpg"
"1771964713-155","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €500.30","Azulu","Milena Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/azulu/azulu3004410366/azulu3004410366_1744659085063_2-0._QL90_UX1128_.jpg","","","","AzuluMilena DressPrevious Price €500.30Sale Price €100.06","https://www.shopbop.com/milena-dress-azulu/vp/v=1/1535399204.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2083765797&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_46","Azulu","Milena Dress","AzuluMilena Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/azulu/azulu3004410366/azulu3004410366_1744659085063_2-0._QL90_UX1128_.jpg"
"1771964716-156","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €89.04","Eugenia Kim LOVE","Sofia Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/euglv/euglv3000429111/euglv3000429111_1744229273898_2-0._QL90_UX1128_.jpg","","","","Eugenia Kim LOVESofia TopPrevious Price €89.04Sale Price €17.81","https://www.shopbop.com/sofia-top-eugenia-kim-love/vp/v=1/1554906466.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2044407134&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_45","Eugenia Kim LOVE","Sofia Top","Eugenia Kim LOVESofia Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/euglv/euglv3000429111/euglv3000429111_1744229273898_2-0._QL90_UX1128_.jpg"
